pl_name,pl_bmasse,pl_rade,pl_dens,pl_radeerr1,pl_radeerr2,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_facility,pl_controv_flag,sy_dist
"Kepler-1142 b",2.76000,1.470,4.770000,0.430,-0.180,,,"Transit","Kepler",0,1273.5100000
"Kepler-114 c",2.80000,1.600,3.760000,0.180,-0.180,0.60000,-0.60000,"Transit","Kepler",0,259.5330000
"Kepler-1122 b",4.82000,2.040,3.120000,0.270,-0.140,,,"Transit","Kepler",0,1230.4200000
"Kepler-1143 b",3.43000,1.670,4.050000,0.130,-0.110,,,"Transit","Kepler",0,555.1890000
"Kepler-1186 b",5.60000,2.230,2.770000,0.360,-0.220,,,"Transit","Kepler",0,1337.2500000
"Kepler-156 b",5.90000,2.300,2.660000,0.170,-0.170,,,"Transit","Kepler",0,443.4830000
"Kepler-1560 b",0.64000,0.890,4.990000,0.180,-0.090,,,"Transit","Kepler",0,502.4970000
"Kepler-1562 b",12.30000,3.550,1.510000,1.000,-0.420,,,"Transit","Kepler",0,2060.7200000
"Kepler-157 c",5.65000,2.240,2.760000,0.430,-0.430,,,"Transit","Kepler",0,773.7130000
"Kepler-1182 b",6.39000,2.410,2.510000,0.600,-0.500,,,"Transit","Kepler",0,1545.3900000
"Kepler-1184 b",7.65000,2.680,2.180000,0.600,-0.300,,,"Transit","Kepler",0,1157.8400000
"Kepler-1209 b",2.89000,1.510,4.610000,0.320,-0.180,,,"Transit","Kepler",0,505.5310000
"Kepler-1198 b",2.76000,1.470,4.770000,0.180,-0.100,,,"Transit","Kepler",0,743.0300000
"Kepler-1572 b",0.77900,0.940,5.150000,0.190,-0.080,,,"Transit","Kepler",0,946.6020000
"Kepler-1573 b",1.87000,1.200,5.950000,0.230,-0.110,,,"Transit","Kepler",0,1455.3600000
"Kepler-1230 b",7.80000,2.710,2.150000,0.490,-0.290,,,"Transit","Kepler",0,1364.2200000
"Kepler-1212 b",5.22000,2.140,2.930000,0.580,-0.270,,,"Transit","Kepler",0,1316.5700000
"Kepler-1254 b",3.02000,1.550,4.460000,0.090,-0.120,,,"Transit","Kepler",0,622.8180000
"Kepler-1259 b",2.63000,1.430,4.940000,0.070,-0.100,,,"Transit","Kepler",0,805.5620000
"Kepler-126 b",2.92000,1.520,4.570000,0.100,-0.100,,,"Transit","Kepler",0,237.4010000
"Kepler-1489 b",3.78000,1.770,3.750000,0.230,-0.180,,,"Transit","Kepler",0,1283.0500000
"Kepler-1214 b",6.17000,2.360,2.580000,0.190,-0.110,,,"Transit","Kepler",0,729.2270000
"Kepler-150 d",8.20000,2.790,2.070000,0.410,-0.410,,,"Transit","Kepler",0,891.0920000
"Kepler-1500 b",1.87000,1.200,5.950000,0.220,-0.150,,,"Transit","Kepler",0,1217.8200000
"Kepler-148 c",12.60000,3.600,1.480000,1.760,-1.760,,,"Transit","Kepler",0,791.1630000
"Kepler-1530 c",3.36000,1.650,4.110000,0.240,-0.110,,,"Transit","Kepler",0,489.8760000
"Kepler-154 e",2.86000,1.500,4.660000,0.140,-0.120,,,"Transit","Kepler",0,915.2120000
"Kepler-1484 b",5.10000,2.110,2.980000,0.300,-0.220,,,"Transit","Kepler",0,2879.8300000
"Kepler-1519 b",39.60000,7.060,0.618000,0.810,-0.540,,,"Transit","Kepler",0,1441.6300000
"Kepler-1532 b",2.39000,1.350,5.340000,0.180,-0.120,,,"Transit","Kepler",0,798.2460000
"Kepler-1515 b",66.20000,9.550,0.418000,0.770,-0.640,,,"Transit","Kepler",0,539.3210000
"Kepler-157 d",2.73000,1.460,4.820000,0.160,-0.100,,,"Transit","Kepler",0,773.7130000
"Kepler-476 b",9.69000,3.080,1.820000,0.510,-0.300,,,"Transit","Kepler",0,813.5350000
"Kepler-478 b",7.80000,2.710,2.150000,0.090,-0.330,,,"Transit","Kepler",0,420.0000000
"Kepler-1496 b",5.56000,2.220,2.790000,0.910,-0.360,,,"Transit","Kepler",0,1307.6600000
"Kepler-1497 b",3.39000,1.660,4.070000,0.290,-0.160,,,"Transit","Kepler",0,1122.0000000
"Kepler-1517 b",68.70000,9.760,0.406000,2.790,-1.930,,,"Transit","Kepler",0,847.2990000
"Kepler-1569 b",3.46000,1.680,4.010000,0.730,-0.310,,,"Transit","Kepler",0,945.4540000
"Kepler-1571 b",2.92000,1.520,4.570000,0.680,-0.340,,,"Transit","Kepler",0,675.3030000
"Kepler-1440 b",2.13000,1.260,5.850000,0.230,-0.140,,,"Transit","Kepler",0,1115.3500000
"Kepler-132 b",1.92000,1.210,5.960000,0.240,-0.240,,,"Transit","Kepler",0,349.5490000
"Kepler-1322 b",3.22000,1.610,4.240000,0.200,-0.130,,,"Transit","Kepler",0,1350.3200000
"Kepler-1337 b",6.39000,2.410,2.510000,0.100,-0.440,,,"Transit","Kepler",0,601.6290000
"Kepler-1502 b",10.20000,3.180,1.740000,1.120,-0.640,,,"Transit","Kepler",0,1514.0200000
"Kepler-1302 b",2.63000,1.430,4.940000,0.150,-0.090,,,"Transit","Kepler",0,634.5800000
"Kepler-1511 b",3.46000,1.680,4.010000,0.690,-0.240,,,"Transit","Kepler",0,1475.6000000
"Kepler-1311 c",1.98000,1.220,5.990000,0.280,-0.240,,,"Transit","Kepler",0,866.3310000
"Kepler-1584 b",3.22000,1.610,4.240000,0.400,-0.210,,,"Transit","Kepler",0,1416.3100000
"Kepler-1294 b",10.30000,3.190,1.740000,0.540,-0.310,,,"Transit","Kepler",0,1855.7000000
"Kepler-1297 b",0.87100,0.970,5.240000,0.160,-0.090,,,"Transit","Kepler",0,1439.4700000
"Kepler-1298 b",2.27000,1.310,5.550000,0.230,-0.230,,,"Transit","Kepler",0,544.1630000
"Kepler-131 c",8.25000,0.840,77.700000,0.070,-0.070,5.90000,-5.90000,"Transit","Kepler",0,228.6780000
"Kepler-1316 b",12.30000,3.540,1.520000,0.550,-0.380,,,"Transit","Kepler",0,800.8710000
"Kepler-1335 b",2.70000,1.450,4.870000,0.100,-0.090,,,"Transit","Kepler",0,621.8530000
"Kepler-1576 b",1.12000,1.040,5.470000,0.290,-0.130,,,"Transit","Kepler",0,460.9100000
"Kepler-1490 b",9.48000,3.040,1.850000,0.370,-0.630,,,"Transit","Kepler",0,862.9200000
"Kepler-1512 b",1.76000,1.180,5.890000,0.070,-0.110,,,"Transit","Kepler",0,162.0000000
"Kepler-1338 b",0.72100,0.920,5.090000,0.190,-0.100,,,"Transit","Kepler",0,753.2600000
"Kepler-1323 b",2.92000,1.520,4.570000,0.330,-0.240,,,"Transit","Kepler",0,465.4170000
"Kepler-1498 b",2.33000,1.330,5.440000,0.110,-0.090,,,"Transit","Kepler",0,740.0000000
"Kepler-1499 b",1.81000,1.190,5.900000,0.250,-0.140,,,"Transit","Kepler",0,309.8690000
"Kepler-133 c",8.45000,2.840,2.030000,0.480,-0.480,,,"Transit","Kepler",0,653.6000000
"Kepler-1336 c",3.57000,1.710,3.920000,0.270,-0.350,,,"Transit","Kepler",0,1126.6400000
"Kepler-134 c",2.13000,1.260,5.850000,0.250,-0.250,,,"Transit","Kepler",0,334.7970000
"Kepler-1355 b",2.73000,1.460,4.820000,0.120,-0.100,,,"Transit","Kepler",0,911.2690000
"Kepler-1513 b",53.90000,8.460,0.489000,1.380,-0.730,,,"Transit","Kepler",0,349.2470000
"Kepler-1370 b",4.04000,1.840,3.560000,0.660,-0.260,,,"Transit","Kepler",0,1004.1000000
"Kepler-1360 b",11.50000,3.400,1.610000,1.170,-0.760,,,"Transit","Kepler",0,1516.2700000
"Kepler-1367 b",0.72100,0.920,5.090000,0.070,-0.080,,,"Transit","Kepler",0,401.4840000
"Kepler-1381 b",5.69000,2.250,2.740000,0.290,-0.190,,,"Transit","Kepler",0,1197.0400000
"Kepler-1383 b",2.57000,1.410,5.040000,0.630,-0.290,,,"Transit","Kepler",0,1027.2100000
"Kepler-1371 c",0.19600,0.640,4.110000,0.070,-0.050,,,"Transit","Kepler",0,515.3340000
"Kepler-1373 b",1.65000,1.160,5.810000,0.540,-0.190,,,"Transit","Kepler",0,1699.4600000
"Kepler-1397 b",3.61000,1.720,3.900000,0.190,-0.140,,,"Transit","Kepler",0,1198.2500000
"Kepler-1386 b",2.07000,1.240,5.970000,0.380,-0.130,,,"Transit","Kepler",0,835.8820000
"Kepler-1406 b",1.37000,1.100,5.660000,0.180,-0.130,,,"Transit","Kepler",0,572.4030000
"Kepler-1554 b",8.75000,2.900,1.970000,0.230,-0.270,,,"Transit","Kepler",0,946.8470000
"Kepler-1536 b",10.00000,3.140,1.770000,0.360,-0.530,,,"Transit","Kepler",0,387.2480000
"Kepler-1420 b",2.18000,1.280,5.710000,0.140,-0.120,,,"Transit","Kepler",0,1054.3700000
"Kepler-1544 b",3.82000,1.780,3.720000,0.090,-0.070,,,"Transit","Kepler",0,335.0900000
"Kepler-1577 b",1.51000,1.130,5.750000,0.050,-0.110,,,"Transit","Kepler",0,510.0290000
"Kepler-1410 b",3.82000,1.780,3.720000,0.120,-0.140,,,"Transit","Kepler",0,367.0000000
"Kepler-1426 b",3.05000,1.560,4.410000,0.330,-0.170,,,"Transit","Kepler",0,1697.8100000
"Kepler-1432 b",5.56000,2.220,2.790000,0.690,-0.300,,,"Transit","Kepler",0,2171.8700000
"Kepler-1436 b",2.27000,1.310,5.550000,0.350,-0.180,,,"Transit","Kepler",0,2530.6200000
"Kepler-142 b",4.62000,1.990,3.220000,0.390,-0.390,,,"Transit","Kepler",0,548.6860000
"Kepler-150 b",2.10000,1.250,5.910000,0.190,-0.190,,,"Transit","Kepler",0,891.0920000
"Kepler-1579 b",0.52000,0.840,4.820000,0.060,-0.050,,,"Transit","Kepler",0,466.0000000
"Kepler-15 b",209.76000,10.760,0.930000,0.670,-0.780,25.43000,-28.60000,"Transit","Kepler",0,739.4120000
"Kepler-492 b",66.70000,9.590,0.416000,1.200,-0.610,,,"Transit","Kepler",0,587.9100000
"Kepler-1507 b",0.52000,0.840,4.820000,0.090,-0.090,,,"Transit","Kepler",0,320.4780000
"Kepler-1428 b",3.33000,1.640,4.150000,0.140,-0.100,,,"Transit","Kepler",0,1530.3200000
"Kepler-1453 b",7.61000,2.670,2.200000,0.440,-0.210,,,"Transit","Kepler",0,1196.0400000
"Kepler-495 b",23.80000,5.230,0.914000,0.420,-0.340,,,"Transit","Kepler",0,658.9240000
"Kepler-1438 b",0.77900,0.940,5.150000,0.190,-0.100,,,"Transit","Kepler",0,1154.1300000
"Kepler-1465 b",3.78000,1.770,3.750000,0.350,-0.190,,,"Transit","Kepler",0,359.4970000
"Kepler-1469 b",8.25000,2.800,2.070000,0.370,-0.260,,,"Transit","Kepler",0,1159.3000000
"Kepler-1528 b",2.73000,1.460,4.820000,0.250,-0.130,,,"Transit","Kepler",0,817.5340000
"Kepler-1550 b",9.38000,3.020,1.870000,0.710,-0.380,,,"Transit","Kepler",0,1179.0100000
"Kepler-1468 b",3.64000,1.730,3.860000,0.410,-0.190,,,"Transit","Kepler",0,1899.2400000
"Kepler-153 c",6.94000,2.530,2.350000,1.520,-1.520,,,"Transit","Kepler",0,459.3680000
"Kepler-1551 b",7.56000,2.660,2.210000,0.910,-0.420,,,"Transit","Kepler",0,1463.7200000
"Kepler-1479 b",4.01000,1.830,3.600000,0.300,-0.160,,,"Transit","Kepler",0,728.6680000
"Kepler-1483 b",2.92000,1.520,4.570000,0.660,-0.300,,,"Transit","Kepler",0,1273.7800000
"Kepler-1526 b",6.48000,2.430,2.480000,0.090,-0.390,,,"Transit","Kepler",0,555.5740000
"Kepler-1442 b",14.70000,3.930,1.330000,0.410,-0.290,,,"Transit","Kepler",0,608.6800000
"Kepler-153 b",8.85000,2.920,1.950000,1.760,-1.760,,,"Transit","Kepler",0,459.3680000
"Kepler-1494 b",9.64000,3.070,1.830000,0.460,-0.570,,,"Transit","Kepler",0,1285.4800000
"Kepler-1566 b",0.41800,0.790,4.660000,0.080,-0.050,,,"Transit","Kepler",0,466.5860000
"Kepler-186 b",1.24000,1.070,5.560000,0.120,-0.120,,,"Transit","Kepler",0,177.5940000
"Kepler-188 c",10.30000,3.190,1.740000,1.450,-1.450,,,"Transit","Kepler",0,968.5440000
"Kepler-19 d",22.50000,5.060,0.954000,,,1.20000,-5.60000,"Radial Velocity","Roque de los Muchachos Observatory",0,218.5620000
"Kepler-725 b",79.40000,10.630,0.363000,0.850,-0.590,,,"Transit","Kepler",0,758.4690000
"Kepler-187 c",7.61000,2.670,2.200000,0.520,-0.520,,,"Transit","Kepler",0,1143.0000000
"Kepler-188 b",3.46000,1.680,4.010000,0.760,-0.760,,,"Transit","Kepler",0,968.5440000
"Kepler-190 b",3.05000,1.560,4.410000,0.110,-0.110,,,"Transit","Kepler",0,433.3870000
"Kepler-653 b",4.46000,1.950,3.310000,0.290,-0.260,,,"Transit","Kepler",0,595.6340000
"Kepler-67 b",8.96000,2.940,1.940000,0.160,-0.160,,,"Transit","Kepler",0,1131.1900000
"Kepler-728 b",11.10000,3.340,1.640000,0.450,-0.260,,,"Transit","Kepler",0,1765.2300000
"Kepler-201 b",6.62000,2.460,2.440000,0.480,-0.480,,,"Transit","Kepler",0,636.4450000
"Kepler-1534 b",4.23000,1.890,3.440000,0.220,-0.150,,,"Transit","Kepler",0,1107.0000000
"Kepler-1540 b",6.76000,2.490,2.410000,0.190,-0.140,,,"Transit","Kepler",0,244.9600000
"Kepler-1542 b",0.36300,0.760,4.540000,0.110,-0.080,,,"Transit","Kepler",0,399.1140000
"Kepler-1542 e",0.36300,0.760,4.540000,0.100,-0.080,,,"Transit","Kepler",0,399.1140000
"Kepler-1543 b",7.80000,2.710,2.150000,1.210,-0.510,,,"Transit","Kepler",0,921.7840000
"Kepler-1553 b",1.60000,1.150,5.780000,0.100,-0.090,,,"Transit","Kepler",0,692.5940000
"Kepler-1585 b",3.86000,1.790,3.700000,0.250,-0.160,,,"Transit","Kepler",0,944.4650000
"Kepler-1586 b",2.92000,1.520,4.570000,0.650,-0.340,,,"Transit","Kepler",0,552.5500000
"Kepler-732 b",5.39000,2.180,2.860000,0.120,-0.160,,,"Transit","Kepler",0,174.8260000
"Kepler-203 b",7.13000,2.570,2.310000,0.520,-0.520,,,"Transit","Kepler",0,703.3020000
"Kepler-207 c",2.86000,1.500,4.660000,0.290,-0.290,,,"Transit","Kepler",0,875.5190000
"Kepler-1570 b",1.24000,1.070,5.560000,0.190,-0.100,,,"Transit","Kepler",0,918.9950000
"Kepler-1575 b",2.27000,1.310,5.550000,0.200,-0.130,,,"Transit","Kepler",0,1246.9200000
"Kepler-1522 b",3.64000,1.730,3.860000,0.230,-0.140,,,"Transit","Kepler",0,814.1250000
"Kepler-1525 b",0.69300,0.910,5.050000,0.060,-0.040,,,"Transit","Kepler",0,382.9890000
"Kepler-1546 b",9.96000,3.130,1.780000,0.580,-0.340,,,"Transit","Kepler",0,931.9560000
"Kepler-1547 b",0.66600,0.900,5.020000,0.280,-0.120,,,"Transit","Kepler",0,674.6950000
"Kepler-1555 b",3.22000,1.610,4.240000,0.460,-0.170,,,"Transit","Kepler",0,2013.2700000
"Kepler-221 c",15.10000,2.930,3.300000,0.270,-0.270,10.10000,-6.70000,"Transit","Kepler",0,385.2310000
"Kepler-605 b",2.67000,1.440,4.910000,0.170,-0.090,,,"Transit","Kepler",0,556.5800000
"Kepler-160 c",13.60000,3.760,1.410000,0.230,-0.090,,,"Transit","Kepler",0,937.0130000
"Kepler-1601 b",0.47700,0.820,4.750000,0.240,-0.110,,,"Transit","Kepler",0,644.4560000
"Kepler-1603 b",2.21000,1.290,5.660000,0.470,-0.190,,,"Transit","Kepler",0,2712.5800000
"Kepler-158 c",4.27000,1.900,3.420000,0.300,-0.300,,,"Transit","Kepler",0,315.1770000
"Kepler-1443 b",0.87100,0.970,5.240000,0.220,-0.090,,,"Transit","Kepler",0,593.6460000
"Kepler-1447 b",8.75000,2.900,1.970000,0.500,-0.240,,,"Transit","Kepler",0,890.2960000
"Kepler-205 b",2.89000,1.510,4.610000,0.140,-0.140,,,"Transit","Kepler",0,159.7200000
"Kepler-1606 b",4.94000,2.070,3.060000,0.230,-0.150,,,"Transit","Kepler",0,831.2870000
"Kepler-1429 b",2.21000,1.290,5.660000,0.350,-0.140,,,"Transit","Kepler",0,1214.0900000
"Kepler-606 b",11.00000,3.310,1.670000,1.270,-0.510,,,"Transit","Kepler",0,1215.1100000
"Kepler-1593 b",10.20000,3.170,1.760000,0.300,-0.280,,,"Transit","Kepler",0,638.2490000
"Kepler-733 b",8.35000,2.820,2.050000,0.460,-0.190,,,"Transit","Kepler",0,916.7060000
"Kepler-1641 b",9.85000,3.110,1.800000,1.130,-0.580,,,"Transit","Kepler",0,860.3700000
"Kepler-57 c",2208.83000,1.550,,,,,,"Transit","Kepler",0,644.1400000
"Kepler-212 b",1.32000,1.090,5.600000,0.210,-0.210,,,"Transit","Kepler",0,687.1940000
"Kepler-221 e",7.41000,2.630,2.240000,0.250,-0.250,,,"Transit","Kepler",0,385.2310000
"Kepler-1641 c",9.01000,2.950,1.930000,0.980,-0.490,,,"Transit","Kepler",0,860.3700000
"Kepler-189 c",22.70000,2.380,9.250000,1.190,-1.190,17.10000,-10.60000,"Transit","Kepler",0,591.5340000
"Kepler-160 b",3.59000,1.715,3.910000,0.061,-0.047,,,"Transit","Kepler",0,937.0130000
"Kepler-158 b",5.14000,2.120,2.960000,0.360,-0.360,,,"Transit","Kepler",0,315.1770000
"Kepler-572 b",7.18000,2.580,2.300000,0.180,-0.170,,,"Transit","Kepler",0,504.6670000
"Kepler-223 d",8.00000,5.240,0.310000,0.260,-0.450,1.50000,-1.30000,"Transit","Kepler",0,1859.7100000
"Kepler-646 b",4.62000,1.990,3.220000,0.370,-0.190,,,"Transit","Kepler",0,451.7940000
"Kepler-208 b",3.29000,1.630,4.170000,0.300,-0.300,,,"Transit","Kepler",0,775.3280000
"Kepler-161 b",12.10000,2.120,6.980000,0.140,-0.140,7.40000,-6.30000,"Transit","Kepler",0,434.6320000
"Kepler-1587 b",2.33000,1.330,5.440000,0.470,-0.240,,,"Transit","Kepler",0,1026.4800000
"Kepler-1588 b",0.36300,0.760,4.540000,0.110,-0.070,,,"Transit","Kepler",0,924.1410000
"Kepler-1589 b",1.32000,1.090,5.600000,0.440,-0.170,,,"Transit","Kepler",0,1513.1400000
"Kepler-1613 b",4.98000,2.080,3.040000,0.440,-0.510,,,"Transit","Kepler",0,1508.3300000
"Kepler-767 b",35.70000,6.640,0.670000,0.860,-0.550,,,"Transit","Kepler",0,2251.0300000
"Kepler-229 b",5.48000,2.200,2.830000,0.780,-0.780,,,"Transit","Kepler",0,826.2650000
"Kepler-573 b",8.20000,2.790,2.070000,0.360,-0.230,,,"Transit","Kepler",0,771.4710000
"Kepler-208 d",1.87000,1.200,5.950000,0.230,-0.230,,,"Transit","Kepler",0,775.3280000
"Kepler-161 c",11.80000,2.050,7.530000,0.150,-0.150,10.50000,-7.50000,"Transit","Kepler",0,434.6320000
"Kepler-216 b",6.12000,2.350,2.590000,0.460,-0.460,,,"Transit","Kepler",0,1187.4700000
"Kepler-1611 b",0.45700,0.810,4.730000,0.160,-0.070,,,"Transit","Kepler",0,908.4440000
"Kepler-1618 b",2.13000,1.260,5.850000,0.520,-0.240,,,"Transit","Kepler",0,1229.2500000
"Kepler-1614 b",2.83000,1.490,4.700000,0.120,-0.150,,,"Transit","Kepler",0,1191.1900000
"Kepler-1612 b",1.08000,1.030,5.430000,0.180,-0.110,,,"Transit","Kepler",0,764.7260000
"Kepler-1631 b",2.39000,1.350,5.340000,0.200,-0.150,,,"Transit","Kepler",0,1305.9900000
"Kepler-1615 b",4.90000,2.060,3.080000,0.480,-0.580,,,"Transit","Kepler",0,1393.8300000
"Kepler-220 b",0.45700,0.810,4.730000,0.050,-0.050,,,"Transit","Kepler",0,171.1090000
"Kepler-1632 b",6.66000,2.470,2.430000,0.840,-0.350,,,"Transit","Kepler",0,716.7600000
"Kepler-1639 b",7.18000,2.580,2.300000,0.790,-0.340,,,"Transit","Kepler",0,1031.3100000
"Kepler-208 e",2.79000,1.480,4.730000,0.280,-0.280,,,"Transit","Kepler",0,775.3280000
"Kepler-209 c",9.80000,3.100,1.810000,0.510,-0.510,,,"Transit","Kepler",0,576.9460000
"Kepler-210 b",8.96000,2.940,1.940000,0.210,-0.210,,,"Transit","Kepler",0,232.7500000
"Kepler-210 c",12.80000,3.620,1.480000,0.190,-0.190,,,"Transit","Kepler",0,232.7500000
"Kepler-221 b",3.57000,1.710,3.920000,0.170,-0.170,,,"Transit","Kepler",0,385.2310000
"Kepler-58 c",696.02000,2.860,,,,,,"Transit","Kepler",0,969.2520000
"Kepler-184 d",6.76000,2.490,2.410000,1.410,-1.410,,,"Transit","Kepler",0,610.3260000
"Kepler-1668 b",17.40000,4.348,1.160000,,,,,"Transit","Kepler",0,1335.6400000
"Kepler-1669 b",8.15000,2.780,2.080000,,,,,"Transit","Kepler",0,543.4440000
"Kepler-1630 b",5.43000,2.190,2.840000,0.200,-0.100,,,"Transit","Kepler",0,331.2130000
"Kepler-769 b",8.85000,2.920,1.950000,1.300,-0.460,,,"Transit","Kepler",0,1169.5700000
"Kepler-241 c",7.13000,2.570,2.310000,1.110,-1.110,,,"Transit","Kepler",0,512.0000000
"Kepler-1649 b",1.03000,1.017,5.380000,0.051,-0.051,,,"Transit","Kepler",0,92.1913000
"Kepler-1653 b",5.35000,2.170,2.880000,0.160,-0.230,,,"Transit","Kepler",0,755.0000000
"Kepler-1686 b",2.62000,1.426,4.970000,,,,,"Transit","Kepler",0,729.8230000
"Kepler-747 b",24.10000,5.270,0.905000,0.290,-0.280,,,"Transit","Kepler",0,3347.1600000
"Kepler-191 d",5.82000,2.280,2.700000,0.160,-0.130,,,"Transit","Kepler",0,594.4640000
"Kepler-650 b",9.06000,2.960,1.920000,0.510,-0.450,,,"Transit","Kepler",0,884.3780000
"Kepler-167 d",1.83000,1.194,5.910000,0.049,-0.048,,,"Transit","Kepler",0,341.9080000
"Kepler-1674 b",10.40000,3.206,1.730000,,,,,"Transit","Kepler",0,1012.4800000
"Kepler-17 b",778.65000,14.680,1.350000,0.220,-0.220,34.96000,-34.96000,"Transit","Kepler",0,720.7530000
"Kepler-195 c",3.02000,1.550,4.460000,0.570,-0.570,,,"Transit","Kepler",0,652.0510000
"Kepler-758 e",2.96000,1.530,4.540000,0.320,-0.250,,,"Transit","Kepler",0,1502.3200000
"Kepler-60 d",4.16000,1.990,2.910000,0.160,-0.160,0.84000,-0.75000,"Transit","Kepler",0,1025.1000000
"Kepler-242 c",4.66000,2.000,3.200000,1.230,-1.230,,,"Transit","Kepler",0,600.2410000
"Kepler-1690 b",8.30000,2.811,2.050000,,,,,"Transit","Kepler",0,703.7890000
"Kepler-1692 b",1.42000,1.112,5.680000,,,,,"Transit","Kepler",0,591.0190000
"Kepler-1700 b",8.76000,2.901,1.970000,,,,,"Transit","Kepler",0,717.5970000
"Kepler-1684 b",8.60000,2.871,2.000000,,,,,"Transit","Kepler",0,621.9960000
"Kepler-1691 b",4.02000,1.835,3.580000,,,,,"Transit","Kepler",0,1267.6700000
"Kepler-172 c",8.55000,2.860,2.010000,0.530,-0.530,,,"Transit","Kepler",0,828.5920000
"Kepler-18 b",6.90000,2.000,4.900000,0.100,-0.100,3.40000,-3.40000,"Transit","Kepler",0,433.0470000
"Kepler-704 b",7.32000,2.610,2.260000,0.600,-0.430,,,"Transit","Kepler",0,1228.8300000
"Kepler-706 b",,13.170,,1.190,-0.880,,,"Transit","Kepler",0,886.6670000
"Kepler-707 b",2.33000,1.330,5.440000,0.090,-0.100,,,"Transit","Kepler",0,591.7760000
"Kepler-724 b",10.80000,3.290,1.670000,0.400,-0.230,,,"Transit","Kepler",0,853.1190000
"Kepler-196 b",4.27000,1.900,3.420000,0.150,-0.150,,,"Transit","Kepler",0,451.3120000
"Kepler-567 b",5.69000,2.250,2.740000,0.150,-0.120,,,"Transit","Kepler",0,558.8100000
"Kepler-327 c",20.30000,1.030,102.000000,0.050,-0.050,27.10000,-17.70000,"Transit","Kepler",0,241.9870000
"Kepler-322 b",1.01000,1.010,5.390000,0.110,-0.110,,,"Transit","Kepler",0,400.4800000
"Kepler-313 b",6.94000,2.530,2.350000,0.310,-0.310,,,"Transit","Kepler",0,1079.3952487
"Kepler-30 c",640.00000,12.300,1.880000,0.400,-0.400,50.00000,-50.00000,"Transit","Kepler",0,914.2210000
"Kepler-301 d",3.71000,1.750,3.800000,0.940,-0.940,,,"Transit","Kepler",0,719.1660000
"Kepler-296 f",3.89000,1.800,3.200000,0.310,-0.300,,,"Transit","Kepler",0,167.0000000
"Kepler-297 b",48.50000,2.870,11.300000,0.520,-0.520,11.20000,-7.00000,"Transit","Kepler",0,692.1400000
"Kepler-301 b",2.39000,1.350,5.340000,0.720,-0.720,,,"Transit","Kepler",0,719.1660000
"Kepler-275 b",6.08000,2.340,2.610000,0.450,-0.450,,,"Transit","Kepler",0,2034.2500000
"Kepler-285 b",2.36000,1.340,5.390000,0.580,-0.580,,,"Transit","Kepler",0,824.3100000
"Kepler-287 b",6.04000,2.330,2.620000,1.060,-1.060,,,"Transit","Kepler",0,835.8600000
"Kepler-288 b",3.43000,1.670,4.050000,0.800,-0.800,,,"Transit","Kepler",0,1194.1500000
"Kepler-150 e",9.91000,3.120,1.790000,0.550,-0.550,,,"Transit","Kepler",0,891.0920000
"Kepler-305 b",10.50000,3.600,1.240000,0.900,-0.360,2.60000,-2.00000,"Transit","Kepler",0,868.4770000
"Kepler-305 e",3.87000,1.794,3.680000,,,,,"Transit","Kepler",0,868.4770000
"Kepler-276 d",16.30000,2.800,4.080000,1.230,-0.270,5.00000,-4.30000,"Transit","Kepler",0,1144.8600000
"Kepler-244 d",15.20000,2.310,6.780000,0.970,-0.970,20.00000,-13.00000,"Transit","Kepler",0,1036.4900000
"Kepler-245 b",7.13000,2.570,2.310000,0.180,-0.180,,,"Transit","Kepler",0,861.5270000
"Kepler-212 c",7.95000,2.740,2.120000,0.510,-0.510,,,"Transit","Kepler",0,687.1940000
"Kepler-214 c",5.18000,2.130,2.950000,0.400,-0.400,,,"Transit","Kepler",0,1208.4400000
"Kepler-215 b",3.26000,1.620,4.210000,0.400,-0.400,,,"Transit","Kepler",0,485.9970000
"Kepler-217 c",4.08000,1.850,3.540000,0.270,-0.270,,,"Transit","Kepler",0,1104.6400000
"Kepler-229 d",14.20000,3.850,1.370000,1.380,-1.380,,,"Transit","Kepler",0,826.2650000
"Kepler-23 d",17.60000,2.200,9.080000,0.090,-0.090,13.70000,-11.90000,"Transit","Kepler",0,835.7560000
"Kepler-236 b",3.09000,1.570,4.390000,0.120,-0.120,,,"Transit","Kepler",0,288.7630000
"Kepler-1456 b",1.55000,1.140,5.750000,0.090,-0.150,,,"Transit","Kepler",0,370.3120000
"Kepler-31 b",25.90000,5.500,0.855000,1.100,-1.100,,,"Transit","Kepler",0,1664.6400000
"Kepler-32 e",2.86000,1.500,4.660000,0.100,-0.100,,,"Transit","Kepler",0,323.8470000
